bound_size,question_id,equivalent,counterexample,time_cost,generated_sql,gold_sql,res
1,264,False,,,"SELECT MOLECULE.LABEL FROM MOLECULE WHERE MOLECULE.MOLECULE_ID IN ('TR000', 'TR001', 'TR002')","SELECT MOLECULE_ID, T.LABEL FROM MOLECULE AS T WHERE T.MOLECULE_ID IN ('TR000', 'TR001', 'TR002')",
1,265,True,,0.0130409999999999,SELECT MOLECULE.MOLECULE_ID FROM MOLECULE WHERE MOLECULE.LABEL = '-',SELECT T.MOLECULE_ID FROM MOLECULE AS T WHERE T.LABEL = '-',
1,266,True,,0.09577,SELECT COUNT(*) FROM MOLECULE WHERE MOLECULE_ID BETWEEN 'TR000' AND 'TR030' AND LABEL = '+',SELECT COUNT(T.MOLECULE_ID) FROM MOLECULE AS T WHERE T.MOLECULE_ID BETWEEN 'TR000' AND 'TR030' AND T.LABEL = '+',
1,267,False,,,SELECT BOND.BOND_TYPE FROM BOND WHERE BOND.MOLECULE_ID BETWEEN 'TR000' AND 'TR050';,"SELECT T2.MOLECULE_ID, T2.BOND_TYPE FROM MOLECULE AS T1 INNER JOIN BOND AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T1.MOLECULE_ID BETWEEN 'TR000' AND 'TR050'",
1,268,True,,0.024568,SELECT ATOM.ELEMENT FROM ATOM INNER JOIN CONNECTED ON ATOM.ATOM_ID = CONNECTED.ATOM_ID WHERE CONNECTED.BOND_ID = 'TR001_10_11',SELECT T2.ELEMENT FROM CONNECTED AS T1 INNER JOIN ATOM AS T2 ON T1.ATOM_ID = T2.ATOM_ID WHERE T1.BOND_ID = 'TR001_10_11',
1,269,True,,0.038787,SELECT COUNT(BOND.BOND_ID) FROM BOND INNER JOIN ATOM ON BOND.MOLECULE_ID = ATOM.MOLECULE_ID WHERE ATOM.ELEMENT = 'I',SELECT COUNT(T3.BOND_ID) FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID INNER JOIN BOND AS T3 ON T2.MOLECULE_ID = T3.MOLECULE_ID WHERE T1.ELEMENT = 'I',
1,270,False,,,"SELECT MOLECULE.LABEL, COUNT(*) AS COUNT FROM MOLECULE INNER JOIN ATOM ON MOLECULE.MOLECULE_ID = ATOM.MOLECULE_ID WHERE ATOM.ELEMENT = 'CA' GROUP BY MOLECULE.LABEL ORDER BY COUNT DESC LIMIT 1",SELECT T2.LABEL FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T1.ELEMENT = 'CA' GROUP BY T2.LABEL ORDER BY COUNT(T2.LABEL) DESC LIMIT 1,
1,271,ERROR,NotSupportedError: Not supported feature: Query must have a FROM clause,,SELECT CASE WHEN (SELECT COUNT(*) FROM ATOM INNER JOIN CONNECTED ON ATOM.ATOM_ID = CONNECTED.ATOM_ID WHERE BOND.BOND_ID = 'TR001_1_8' AND ATOM.ELEMENT = 'CL') > 0 AND (SELECT COUNT(*) FROM ATOM INNER JOIN CONNECTED ON ATOM.ATOM_ID = CONNECTED.ATOM_ID WHERE BOND.BOND_ID = 'TR001_1_8' AND ATOM.ELEMENT = 'C') > 0 THEN 'TRUE' ELSE 'FALSE' END,"SELECT T2.BOND_ID, T2.ATOM_ID2, T1.ELEMENT AS FLAG_HAVE_CACL FROM ATOM AS T1 INNER JOIN CONNECTED AS T2 ON T2.ATOM_ID = T1.ATOM_ID WHERE T2.BOND_ID = 'TR001_1_8' AND (T1.ELEMENT = 'C1' OR T1.ELEMENT = 'C')",
2,271,ERROR,NotSupportedError: Not supported feature: Query must have a FROM clause,,SELECT CASE WHEN (SELECT COUNT(*) FROM ATOM INNER JOIN CONNECTED ON ATOM.ATOM_ID = CONNECTED.ATOM_ID WHERE BOND.BOND_ID = 'TR001_1_8' AND ATOM.ELEMENT = 'CL') > 0 AND (SELECT COUNT(*) FROM ATOM INNER JOIN CONNECTED ON ATOM.ATOM_ID = CONNECTED.ATOM_ID WHERE BOND.BOND_ID = 'TR001_1_8' AND ATOM.ELEMENT = 'C') > 0 THEN 'TRUE' ELSE 'FALSE' END,"SELECT T2.BOND_ID, T2.ATOM_ID2, T1.ELEMENT AS FLAG_HAVE_CACL FROM ATOM AS T1 INNER JOIN CONNECTED AS T2 ON T2.ATOM_ID = T1.ATOM_ID WHERE T2.BOND_ID = 'TR001_1_8' AND (T1.ELEMENT = 'C1' OR T1.ELEMENT = 'C')",
3,271,ERROR,NotSupportedError: Not supported feature: Query must have a FROM clause,,SELECT CASE WHEN (SELECT COUNT(*) FROM ATOM INNER JOIN CONNECTED ON ATOM.ATOM_ID = CONNECTED.ATOM_ID WHERE BOND.BOND_ID = 'TR001_1_8' AND ATOM.ELEMENT = 'CL') > 0 AND (SELECT COUNT(*) FROM ATOM INNER JOIN CONNECTED ON ATOM.ATOM_ID = CONNECTED.ATOM_ID WHERE BOND.BOND_ID = 'TR001_1_8' AND ATOM.ELEMENT = 'C') > 0 THEN 'TRUE' ELSE 'FALSE' END,"SELECT T2.BOND_ID, T2.ATOM_ID2, T1.ELEMENT AS FLAG_HAVE_CACL FROM ATOM AS T1 INNER JOIN CONNECTED AS T2 ON T2.ATOM_ID = T1.ATOM_ID WHERE T2.BOND_ID = 'TR001_1_8' AND (T1.ELEMENT = 'C1' OR T1.ELEMENT = 'C')",
1,272,True,,0.06839,SELECT MOLECULE.MOLECULE_ID FROM MOLECULE INNER JOIN ATOM ON MOLECULE.MOLECULE_ID = ATOM.MOLECULE_ID INNER JOIN BOND ON MOLECULE.MOLECULE_ID = BOND.MOLECULE_ID WHERE ATOM.ELEMENT = 'C' AND BOND.BOND_TYPE = '#' AND MOLECULE.LABEL = '-' LIMIT 2,SELECT DISTINCT T2.MOLECULE_ID FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID INNER JOIN BOND AS T3 ON T2.MOLECULE_ID = T3.MOLECULE_ID WHERE T3.BOND_TYPE = '#' AND T1.ELEMENT = 'C' AND T2.LABEL = '-',
1,273,ERROR,NotImplementedError: {'real': {}},,SELECT CAST(COUNT(*) FILTER (WHERE ATOM.ELEMENT = 'CL') AS REAL) * 100 / COUNT(*) AS PERCENTAGE FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE MOLECULE.LABEL = '+',SELECT CAST(COUNT( CASE WHEN T1.ELEMENT = 'CL' THEN T1.ELEMENT ELSE NULL END) AS REAL) * 100 / COUNT(T1.ELEMENT) FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T2.LABEL = '+',
2,273,ERROR,NotImplementedError: {'real': {}},,SELECT CAST(COUNT(*) FILTER (WHERE ATOM.ELEMENT = 'CL') AS REAL) * 100 / COUNT(*) AS PERCENTAGE FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE MOLECULE.LABEL = '+',SELECT CAST(COUNT( CASE WHEN T1.ELEMENT = 'CL' THEN T1.ELEMENT ELSE NULL END) AS REAL) * 100 / COUNT(T1.ELEMENT) FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T2.LABEL = '+',
3,273,ERROR,NotImplementedError: {'real': {}},,SELECT CAST(COUNT(*) FILTER (WHERE ATOM.ELEMENT = 'CL') AS REAL) * 100 / COUNT(*) AS PERCENTAGE FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE MOLECULE.LABEL = '+',SELECT CAST(COUNT( CASE WHEN T1.ELEMENT = 'CL' THEN T1.ELEMENT ELSE NULL END) AS REAL) * 100 / COUNT(T1.ELEMENT) FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T2.LABEL = '+',
1,274,True,,0.0186849999999999,SELECT ATOM.ELEMENT FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE MOLECULE.MOLECULE_ID = 'TR001';,SELECT DISTINCT T.ELEMENT FROM ATOM AS T WHERE T.MOLECULE_ID = 'TR001',
1,275,False,"-- ----------An counterexample found by VeriEQL------------
CREATE TABLE ATOM (
	ATOM_ID VARCHAR(20),
	MOLECULE_ID VARCHAR(20),
	ELEMENT VARCHAR(20)
);
INSERT INTO ATOM VALUES ('2147483648', '2147483648', '2147483648');
CREATE TABLE BOND (
	BOND_ID VARCHAR(20),
	MOLECULE_ID VARCHAR(20),
	BOND_TYPE VARCHAR(20)
);
INSERT INTO BOND VALUES ('2147483648', '2147483648', '=');
CREATE TABLE CONNECTED (
	ATOM_ID VARCHAR(20),
	ATOM_ID2 VARCHAR(20),
	BOND_ID VARCHAR(20)
);
INSERT INTO CONNECTED VALUES ('2147483648', '2147483648', '2147483648');
CREATE TABLE MOLECULE (
	MOLECULE_ID VARCHAR(20),
	LABEL VARCHAR(20)
);
INSERT INTO MOLECULE VALUES ('2147483648', '2147483648');
-- ----------sql1------------
SELECT BOND.MOLECULE_ID FROM BOND WHERE BOND.BOND_TYPE = 'DOUBLE';
-- ----------sql2------------
-- 2147483648
SELECT DISTINCT T.MOLECULE_ID FROM BOND AS T WHERE T.BOND_TYPE = '=';
",0.013345,SELECT BOND.MOLECULE_ID FROM BOND WHERE BOND.BOND_TYPE = 'DOUBLE';,SELECT DISTINCT T.MOLECULE_ID FROM BOND AS T WHERE T.BOND_TYPE = '=',
1,276,True,,0.033486,"SELECT ATOM.ATOM_ID, CONNECTED.ATOM_ID2 FROM ATOM INNER JOIN CONNECTED ON ATOM.ATOM_ID = CONNECTED.ATOM_ID INNER JOIN BOND ON CONNECTED.BOND_ID = BOND.BOND_ID WHERE BOND.BOND_TYPE = '#';","SELECT T2.ATOM_ID, T2.ATOM_ID2 FROM BOND AS T1 INNER JOIN CONNECTED AS T2 ON T1.BOND_ID = T2.BOND_ID WHERE T1.BOND_TYPE = '#'",
1,277,True,,0.024611,SELECT ATOM.ELEMENT FROM ATOM INNER JOIN CONNECTED ON ATOM.ATOM_ID = CONNECTED.ATOM_ID WHERE CONNECTED.BOND_ID = 'TR000_1_2',SELECT T1.ELEMENT FROM ATOM AS T1 INNER JOIN CONNECTED AS T2 ON T1.ATOM_ID = T2.ATOM_ID WHERE T2.BOND_ID = 'TR000_1_2',
1,278,True,,0.050478,SELECT COUNT(*) FROM BOND INNER JOIN MOLECULE ON BOND.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE BOND.BOND_TYPE = '-' AND MOLECULE.LABEL = '-',SELECT COUNT(DISTINCT T2.MOLECULE_ID) FROM BOND AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T2.LABEL = '-' AND T1.BOND_TYPE = '-',
1,279,True,,0.023693,SELECT MOLECULE.LABEL FROM BOND INNER JOIN MOLECULE ON BOND.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE BOND.BOND_ID = 'TR001_10_11';,SELECT T2.LABEL FROM BOND AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T1.BOND_ID = 'TR001_10_11',
1,280,True,,0.026369,"SELECT BOND.BOND_ID, MOLECULE.LABEL FROM BOND INNER JOIN MOLECULE ON BOND.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE BOND.BOND_TYPE = '#'","SELECT DISTINCT T1.BOND_ID, T2.LABEL FROM BOND AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T1.BOND_TYPE = '#'",
1,281,ERROR,"NotImplementedError: {'substr': ['ATOM__ATOM_ID', 7, 1]}",,"SELECT ATOM.ELEMENT FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE MOLECULE.LABEL = '+' AND SUBSTR(ATOM.ATOM_ID, 7, 1) = '4';","SELECT DISTINCT T1.ELEMENT FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T2.LABEL = '+' AND SUBSTR(T1.ATOM_ID, -1) = '4' AND LENGTH(T1.ATOM_ID) = 7",
2,281,ERROR,"NotImplementedError: {'substr': ['ATOM__ATOM_ID', 7, 1]}",,"SELECT ATOM.ELEMENT FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE MOLECULE.LABEL = '+' AND SUBSTR(ATOM.ATOM_ID, 7, 1) = '4';","SELECT DISTINCT T1.ELEMENT FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T2.LABEL = '+' AND SUBSTR(T1.ATOM_ID, -1) = '4' AND LENGTH(T1.ATOM_ID) = 7",
3,281,ERROR,"NotImplementedError: {'substr': ['ATOM__ATOM_ID', 7, 1]}",,"SELECT ATOM.ELEMENT FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE MOLECULE.LABEL = '+' AND SUBSTR(ATOM.ATOM_ID, 7, 1) = '4';","SELECT DISTINCT T1.ELEMENT FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T2.LABEL = '+' AND SUBSTR(T1.ATOM_ID, -1) = '4' AND LENGTH(T1.ATOM_ID) = 7",
1,282,ERROR,UnknownColumnError: UnknownColumnError: UnknownColumnError: unknown column `Unknown attribute MOLECULE__LABEL`,,"SELECT (SELECT COUNT(*) FROM ATOM WHERE ATOM.ELEMENT = 'H' AND ATOM.MOLECULE_ID = 'TR006') / (SELECT COUNT(*) FROM ATOM WHERE ATOM.MOLECULE_ID = 'TR006') AS RATIO, MOLECULE.LABEL FROM MOLECULE WHERE MOLECULE.MOLECULE_ID = 'TR006';","WITH SUBQUERY AS (SELECT DISTINCT T1.ATOM_ID, T1.ELEMENT, T1.MOLECULE_ID, T2.LABEL FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T2.MOLECULE_ID = 'TR006') SELECT CAST(COUNT(CASE WHEN ELEMENT = 'H' THEN ATOM_ID ELSE NULL END) AS REAL) / (CASE WHEN COUNT(ATOM_ID) = 0 THEN NULL ELSE COUNT(ATOM_ID) END) AS RATIO, LABEL FROM SUBQUERY GROUP BY LABEL",
2,282,ERROR,UnknownColumnError: UnknownColumnError: UnknownColumnError: unknown column `Unknown attribute MOLECULE__LABEL`,,"SELECT (SELECT COUNT(*) FROM ATOM WHERE ATOM.ELEMENT = 'H' AND ATOM.MOLECULE_ID = 'TR006') / (SELECT COUNT(*) FROM ATOM WHERE ATOM.MOLECULE_ID = 'TR006') AS RATIO, MOLECULE.LABEL FROM MOLECULE WHERE MOLECULE.MOLECULE_ID = 'TR006';","WITH SUBQUERY AS (SELECT DISTINCT T1.ATOM_ID, T1.ELEMENT, T1.MOLECULE_ID, T2.LABEL FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T2.MOLECULE_ID = 'TR006') SELECT CAST(COUNT(CASE WHEN ELEMENT = 'H' THEN ATOM_ID ELSE NULL END) AS REAL) / (CASE WHEN COUNT(ATOM_ID) = 0 THEN NULL ELSE COUNT(ATOM_ID) END) AS RATIO, LABEL FROM SUBQUERY GROUP BY LABEL",
3,282,ERROR,UnknownColumnError: UnknownColumnError: UnknownColumnError: unknown column `Unknown attribute MOLECULE__LABEL`,,"SELECT (SELECT COUNT(*) FROM ATOM WHERE ATOM.ELEMENT = 'H' AND ATOM.MOLECULE_ID = 'TR006') / (SELECT COUNT(*) FROM ATOM WHERE ATOM.MOLECULE_ID = 'TR006') AS RATIO, MOLECULE.LABEL FROM MOLECULE WHERE MOLECULE.MOLECULE_ID = 'TR006';","WITH SUBQUERY AS (SELECT DISTINCT T1.ATOM_ID, T1.ELEMENT, T1.MOLECULE_ID, T2.LABEL FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T2.MOLECULE_ID = 'TR006') SELECT CAST(COUNT(CASE WHEN ELEMENT = 'H' THEN ATOM_ID ELSE NULL END) AS REAL) / (CASE WHEN COUNT(ATOM_ID) = 0 THEN NULL ELSE COUNT(ATOM_ID) END) AS RATIO, LABEL FROM SUBQUERY GROUP BY LABEL",
1,283,True,,0.024662,SELECT MOLECULE.LABEL FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE ATOM.ELEMENT = 'CA';,SELECT T2.LABEL AS FLAG_CARCINOGENIC FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T1.ELEMENT = 'CA',
1,284,True,,0.032567,SELECT BOND.BOND_TYPE FROM ATOM INNER JOIN CONNECTED ON ATOM.ATOM_ID = CONNECTED.ATOM_ID INNER JOIN BOND ON CONNECTED.BOND_ID = BOND.BOND_ID WHERE ATOM.ELEMENT = 'C';,SELECT DISTINCT T2.BOND_TYPE FROM ATOM AS T1 INNER JOIN BOND AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T1.ELEMENT = 'C',
1,285,False,"-- ----------An counterexample found by VeriEQL------------
CREATE TABLE ATOM (
	ATOM_ID VARCHAR(20),
	MOLECULE_ID VARCHAR(20),
	ELEMENT VARCHAR(20)
);
INSERT INTO ATOM VALUES ('1659835628364964067', '2147483648', '2147483648');
CREATE TABLE BOND (
	BOND_ID VARCHAR(20),
	MOLECULE_ID VARCHAR(20),
	BOND_TYPE VARCHAR(20)
);
INSERT INTO BOND VALUES ('TR001_10_11', '2147483648', '2147483648');
CREATE TABLE CONNECTED (
	ATOM_ID VARCHAR(20),
	ATOM_ID2 VARCHAR(20),
	BOND_ID VARCHAR(20)
);
INSERT INTO CONNECTED VALUES ('1659835628364964067', '1659835628364964067', 'TR001_10_11');
CREATE TABLE MOLECULE (
	MOLECULE_ID VARCHAR(20),
	LABEL VARCHAR(20)
);
INSERT INTO MOLECULE VALUES ('2147483648', '2147483648');
-- ----------sql1------------
SELECT ATOM.ELEMENT FROM ATOM INNER JOIN BOND ON ATOM.ATOM_ID = BOND.BOND_ID WHERE BOND.BOND_ID = 'TR001_10_11';
-- ----------sql2------------
-- 2147483648
SELECT T1.ELEMENT FROM ATOM AS T1 INNER JOIN CONNECTED AS T2 ON T1.ATOM_ID = T2.ATOM_ID INNER JOIN BOND AS T3 ON T2.BOND_ID = T3.BOND_ID WHERE T3.BOND_ID = 'TR001_10_11';
",0.0338469999999999,SELECT ATOM.ELEMENT FROM ATOM INNER JOIN BOND ON ATOM.ATOM_ID = BOND.BOND_ID WHERE BOND.BOND_ID = 'TR001_10_11',SELECT T1.ELEMENT FROM ATOM AS T1 INNER JOIN CONNECTED AS T2 ON T1.ATOM_ID = T2.ATOM_ID INNER JOIN BOND AS T3 ON T2.BOND_ID = T3.BOND_ID WHERE T3.BOND_ID = 'TR001_10_11',
1,286,ERROR,NotImplementedError: {'real': {}},,SELECT (CAST((SELECT COUNT(*) FROM BOND WHERE BOND_TYPE = '#') AS REAL) * 100) / (SELECT COUNT(*) FROM BOND) FROM BOND,SELECT CAST(COUNT(CASE WHEN T.BOND_TYPE = '#' THEN T.BOND_ID ELSE NULL END) AS REAL) * 100 / COUNT(T.BOND_ID) FROM BOND AS T,
2,286,ERROR,NotImplementedError: {'real': {}},,SELECT (CAST((SELECT COUNT(*) FROM BOND WHERE BOND_TYPE = '#') AS REAL) * 100) / (SELECT COUNT(*) FROM BOND) FROM BOND,SELECT CAST(COUNT(CASE WHEN T.BOND_TYPE = '#' THEN T.BOND_ID ELSE NULL END) AS REAL) * 100 / COUNT(T.BOND_ID) FROM BOND AS T,
3,286,ERROR,NotImplementedError: {'real': {}},,SELECT (CAST((SELECT COUNT(*) FROM BOND WHERE BOND_TYPE = '#') AS REAL) * 100) / (SELECT COUNT(*) FROM BOND) FROM BOND,SELECT CAST(COUNT(CASE WHEN T.BOND_TYPE = '#' THEN T.BOND_ID ELSE NULL END) AS REAL) * 100 / COUNT(T.BOND_ID) FROM BOND AS T,
1,287,ERROR,NotImplementedError: {'real': {}},,SELECT CAST(SUM(CASE WHEN BOND.BOND_TYPE = ' = ' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(BOND.BOND_ID) AS PERCENT FROM BOND WHERE BOND.MOLECULE_ID = 'TR047',SELECT CAST(COUNT(CASE WHEN T.BOND_TYPE = '=' THEN T.BOND_ID ELSE NULL END) AS REAL) * 100 / COUNT(T.BOND_ID) FROM BOND AS T WHERE T.MOLECULE_ID = 'TR047',
2,287,ERROR,NotImplementedError: {'real': {}},,SELECT CAST(SUM(CASE WHEN BOND.BOND_TYPE = ' = ' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(BOND.BOND_ID) AS PERCENT FROM BOND WHERE BOND.MOLECULE_ID = 'TR047',SELECT CAST(COUNT(CASE WHEN T.BOND_TYPE = '=' THEN T.BOND_ID ELSE NULL END) AS REAL) * 100 / COUNT(T.BOND_ID) FROM BOND AS T WHERE T.MOLECULE_ID = 'TR047',
3,287,ERROR,NotImplementedError: {'real': {}},,SELECT CAST(SUM(CASE WHEN BOND.BOND_TYPE = ' = ' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(BOND.BOND_ID) AS PERCENT FROM BOND WHERE BOND.MOLECULE_ID = 'TR047',SELECT CAST(COUNT(CASE WHEN T.BOND_TYPE = '=' THEN T.BOND_ID ELSE NULL END) AS REAL) * 100 / COUNT(T.BOND_ID) FROM BOND AS T WHERE T.MOLECULE_ID = 'TR047',
1,288,True,,0.024599,SELECT MOLECULE.LABEL FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE ATOM.ATOM_ID = 'TR001_1';,SELECT T2.LABEL AS FLAG_CARCINOGENIC FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T1.ATOM_ID = 'TR001_1',
1,289,True,,0.012162,SELECT MOLECULE.LABEL FROM MOLECULE WHERE MOLECULE.MOLECULE_ID = 'TR151';,SELECT T.LABEL FROM MOLECULE AS T WHERE T.MOLECULE_ID = 'TR151',
1,290,True,,0.018666,SELECT ATOM.ELEMENT FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE MOLECULE.MOLECULE_ID = 'TR151';,SELECT DISTINCT T.ELEMENT FROM ATOM AS T WHERE T.MOLECULE_ID = 'TR151',
1,291,True,,0.018948,SELECT COUNT(*) FROM MOLECULE WHERE LABEL = '+';,SELECT COUNT(T.MOLECULE_ID) FROM MOLECULE AS T WHERE T.LABEL = '+',
1,292,ERROR,"NotImplementedError: {'substr': ['MOLECULE__MOLECULE_ID', 3, 3]}",,"SELECT ATOM.ATOM_ID FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE ATOM.ELEMENT = 'C' AND CAST(SUBSTR(MOLECULE.MOLECULE_ID, 3, 3) AS INTEGER) BETWEEN 10 AND 50",SELECT T.ATOM_ID FROM ATOM AS T WHERE T.MOLECULE_ID BETWEEN 'TR010' AND 'TR050' AND T.ELEMENT = 'C',
2,292,ERROR,"NotImplementedError: {'substr': ['MOLECULE__MOLECULE_ID', 3, 3]}",,"SELECT ATOM.ATOM_ID FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE ATOM.ELEMENT = 'C' AND CAST(SUBSTR(MOLECULE.MOLECULE_ID, 3, 3) AS INTEGER) BETWEEN 10 AND 50",SELECT T.ATOM_ID FROM ATOM AS T WHERE T.MOLECULE_ID BETWEEN 'TR010' AND 'TR050' AND T.ELEMENT = 'C',
3,292,ERROR,"NotImplementedError: {'substr': ['MOLECULE__MOLECULE_ID', 3, 3]}",,"SELECT ATOM.ATOM_ID FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE ATOM.ELEMENT = 'C' AND CAST(SUBSTR(MOLECULE.MOLECULE_ID, 3, 3) AS INTEGER) BETWEEN 10 AND 50",SELECT T.ATOM_ID FROM ATOM AS T WHERE T.MOLECULE_ID BETWEEN 'TR010' AND 'TR050' AND T.ELEMENT = 'C',
1,293,True,,0.029283,SELECT COUNT(ATOM.ATOM_ID) FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE MOLECULE.LABEL = '+';,SELECT COUNT(T1.ATOM_ID) FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T2.LABEL = '+',
1,294,True,,0.0443849999999999,SELECT BOND.BOND_ID FROM BOND INNER JOIN MOLECULE ON BOND.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE MOLECULE.LABEL = '+' AND BOND.BOND_TYPE = '=',SELECT T1.BOND_ID FROM BOND AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T2.LABEL = '+' AND T1.BOND_TYPE = '=',
1,295,True,,0.0492969999999999,SELECT COUNT(ATOM.ATOM_ID) FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE MOLECULE.LABEL = '+' AND ATOM.ELEMENT = 'H',SELECT COUNT(T1.ATOM_ID) AS ATOMNUMS_H FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T2.LABEL = '+' AND T1.ELEMENT = 'H',
1,296,False,,,SELECT ATOM.MOLECULE_ID FROM ATOM INNER JOIN BOND ON ATOM.MOLECULE_ID = BOND.MOLECULE_ID INNER JOIN CONNECTED ON BOND.BOND_ID = CONNECTED.BOND_ID AND ATOM.ATOM_ID = CONNECTED.ATOM_ID WHERE BOND.BOND_ID = 'TR000_1_2' AND ATOM.ATOM_ID = 'TR000_1',"SELECT T2.MOLECULE_ID, T2.BOND_ID, T1.ATOM_ID FROM CONNECTED AS T1 INNER JOIN BOND AS T2 ON T1.BOND_ID = T2.BOND_ID WHERE T1.ATOM_ID = 'TR000_1' AND T2.BOND_ID = 'TR000_1_2'",
1,297,True,,0.044019,SELECT ATOM.ATOM_ID FROM ATOM INNER JOIN MOLECULE ON ATOM.MOLECULE_ID = MOLECULE.MOLECULE_ID WHERE ATOM.ELEMENT = 'C' AND MOLECULE.LABEL = '-',SELECT T1.ATOM_ID FROM ATOM AS T1 INNER JOIN MOLECULE AS T2 ON T1.MOLECULE_ID = T2.MOLECULE_ID WHERE T1.ELEMENT = 'C' AND T2.LABEL = '-',
