bound_size,question_id,equivalent,counterexample,time_cost,generated_sql,gold_sql
2,156,False,"-- ----------An counterexample found by VeriEQL------------
CREATE TABLE ACCOUNT (
	ACCOUNT_ID INTEGER,
	DISTRICT_ID INTEGER,
	FREQUENCY VARCHAR(20),
	DATE DATE
);
INSERT INTO ACCOUNT VALUES (17, 14, '2147483648', '1970-01-01');
INSERT INTO ACCOUNT VALUES (3, 14, '2147483648', '1970-01-01');
CREATE TABLE CARD (
	CARD_ID INTEGER,
	DISP_ID INTEGER,
	TYPE VARCHAR(20),
	ISSUED DATE
);
INSERT INTO CARD VALUES (4, 7, '2147483648', '1970-01-01');
INSERT INTO CARD VALUES (5, 8, '2147483648', '1970-01-01');
CREATE TABLE CLIENT (
	CLIENT_ID INTEGER,
	GENDER VARCHAR(20),
	BIRTH_DATE DATE,
	DISTRICT_ID INTEGER
);
INSERT INTO CLIENT VALUES (16, '2147483648', '1970-01-01', 15);
INSERT INTO CLIENT VALUES (6, '2147483648', '1970-01-01', 15);
CREATE TABLE DISP (
	DISP_ID INTEGER,
	CLIENT_ID INTEGER,
	ACCOUNT_ID INTEGER,
	TYPE VARCHAR(20)
);
INSERT INTO DISP VALUES (7, 6, 17, 'OWNER');
INSERT INTO DISP VALUES (8, 16, 17, 'OWNER');
CREATE TABLE DISTRICT (
	DISTRICT_ID INTEGER,
	A2 VARCHAR(20),
	A3 VARCHAR(20),
	A4 VARCHAR(20),
	A5 VARCHAR(20),
	A6 VARCHAR(20),
	A7 VARCHAR(20),
	A8 VARCHAR(20),
	A9 INTEGER,
	A10 INTEGER,
	A11 INTEGER,
	A12 INTEGER,
	A13 INTEGER,
	A14 INTEGER,
	A15 INTEGER,
	A16 INTEGER
);
INSERT INTO DISTRICT VALUES (14, '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', 0, 0, 0, 0, 0, 0, 0, 0);
INSERT INTO DISTRICT VALUES (15, '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', 0, 0, 0, 0, 0, 0, 0, 0);
CREATE TABLE LOAN (
	LOAN_ID INTEGER,
	ACCOUNT_ID INTEGER,
	DATE DATE,
	AMOUNT INTEGER,
	DURATION INTEGER,
	PAYMENTS INTEGER,
	STATUS VARCHAR(20)
);
INSERT INTO LOAN VALUES (9, 17, '1970-01-01', -2, 46, 47, '2147483648');
INSERT INTO LOAN VALUES (68, 17, '1970-01-01', 0, 69, 70, '2147483648');
CREATE TABLE ORDER (
	ORDER_ID INTEGER,
	ACCOUNT_ID INTEGER,
	BANK_TO VARCHAR(20),
	ACCOUNT_TO INTEGER,
	AMOUNT INTEGER,
	K_SYMBOL VARCHAR(20)
);
INSERT INTO ORDER VALUES (10, 17, '2147483648', 0, 0, '2147483648');
INSERT INTO ORDER VALUES (11, 17, '2147483648', 0, 0, '2147483648');
CREATE TABLE TRANS (
	TRANS_ID INTEGER,
	ACCOUNT_ID INTEGER,
	DATE DATE,
	TYPE VARCHAR(20),
	OPERATION VARCHAR(20),
	AMOUNT INTEGER,
	BALANCE INTEGER,
	K_SYMBOL VARCHAR(20),
	BANK VARCHAR(20),
	ACCOUNT INTEGER
);
INSERT INTO TRANS VALUES (12, 17, '1970-01-01', '2147483648', '2147483648', 0, 0, '2147483648', '2147483648', 0);
INSERT INTO TRANS VALUES (13, 3, '1970-01-01', '2147483648', '2147483648', 0, 0, '2147483648', '2147483648', 0);
-- ----------sql1------------
-- 16
SELECT CLIENT.CLIENT_ID FROM DISP INNER JOIN LOAN ON DISP.ACCOUNT_ID = LOAN.ACCOUNT_ID INNER JOIN CLIENT ON DISP.CLIENT_ID = CLIENT.CLIENT_ID WHERE DISP.TYPE = 'OWNER' ORDER BY LOAN.AMOUNT DESC LIMIT 1;
-- ----------sql2------------
-- 6
SELECT T1.CLIENT_ID FROM DISP AS T1 INNER JOIN ACCOUNT AS T3 ON T1.ACCOUNT_ID = T3.ACCOUNT_ID INNER JOIN LOAN AS T2 ON T3.ACCOUNT_ID = T2.ACCOUNT_ID WHERE T1.TYPE = 'OWNER' ORDER BY T2.AMOUNT DESC LIMIT 1;
",1.822065,SELECT CLIENT.CLIENT_ID FROM DISP INNER JOIN LOAN ON DISP.ACCOUNT_ID = LOAN.ACCOUNT_ID INNER JOIN CLIENT ON DISP.CLIENT_ID = CLIENT.CLIENT_ID WHERE DISP.TYPE = 'OWNER' ORDER BY LOAN.AMOUNT DESC LIMIT 1,SELECT T1.CLIENT_ID FROM DISP AS T1 INNER JOIN ACCOUNT AS T3 ON T1.ACCOUNT_ID = T3.ACCOUNT_ID INNER JOIN LOAN AS T2 ON T3.ACCOUNT_ID = T2.ACCOUNT_ID WHERE T1.TYPE = 'OWNER' ORDER BY T2.AMOUNT DESC LIMIT 1
3,156,False,"-- ----------An counterexample found by VeriEQL------------
CREATE TABLE ACCOUNT (
	ACCOUNT_ID INTEGER,
	DISTRICT_ID INTEGER,
	FREQUENCY VARCHAR(20),
	DATE DATE
);
INSERT INTO ACCOUNT VALUES (5, 19, '2147483648', '1970-01-01');
INSERT INTO ACCOUNT VALUES (25, 19, '2147483648', '1970-01-01');
INSERT INTO ACCOUNT VALUES (26, 21, '2147483648', '1970-01-01');
CREATE TABLE CARD (
	CARD_ID INTEGER,
	DISP_ID INTEGER,
	TYPE VARCHAR(20),
	ISSUED DATE
);
INSERT INTO CARD VALUES (6, 9, '2147483648', '1970-01-01');
INSERT INTO CARD VALUES (7, 10, '2147483648', '1970-01-01');
INSERT INTO CARD VALUES (8, 11, '2147483648', '1970-01-01');
CREATE TABLE CLIENT (
	CLIENT_ID INTEGER,
	GENDER VARCHAR(20),
	BIRTH_DATE DATE,
	DISTRICT_ID INTEGER
);
INSERT INTO CLIENT VALUES (23, '2147483648', '1970-01-01', 19);
INSERT INTO CLIENT VALUES (22, NULL, '1970-01-01', 20);
INSERT INTO CLIENT VALUES (24, '2147483648', '1970-01-01', 21);
CREATE TABLE DISP (
	DISP_ID INTEGER,
	CLIENT_ID INTEGER,
	ACCOUNT_ID INTEGER,
	TYPE VARCHAR(20)
);
INSERT INTO DISP VALUES (9, 22, 25, 'OWNER');
INSERT INTO DISP VALUES (10, 23, 25, 'OWNER');
INSERT INTO DISP VALUES (11, 24, 25, 'OWNER');
CREATE TABLE DISTRICT (
	DISTRICT_ID INTEGER,
	A2 VARCHAR(20),
	A3 VARCHAR(20),
	A4 VARCHAR(20),
	A5 VARCHAR(20),
	A6 VARCHAR(20),
	A7 VARCHAR(20),
	A8 VARCHAR(20),
	A9 INTEGER,
	A10 INTEGER,
	A11 INTEGER,
	A12 INTEGER,
	A13 INTEGER,
	A14 INTEGER,
	A15 INTEGER,
	A16 INTEGER
);
INSERT INTO DISTRICT VALUES (19, '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', 0, 0, 0, 0, 0, 0, 0, 0);
INSERT INTO DISTRICT VALUES (20, '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', 0, 0, 0, 0, 0, 0, 0, 0);
INSERT INTO DISTRICT VALUES (21, '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', 0, 0, 0, 0, 0, 0, 0, 0);
CREATE TABLE LOAN (
	LOAN_ID INTEGER,
	ACCOUNT_ID INTEGER,
	DATE DATE,
	AMOUNT INTEGER,
	DURATION INTEGER,
	PAYMENTS INTEGER,
	STATUS VARCHAR(20)
);
INSERT INTO LOAN VALUES (12, 26, NULL, NULL, NULL, NULL, '2147483648');
INSERT INTO LOAN VALUES (323, 25, NULL, NULL, NULL, 325, '2147483648');
INSERT INTO LOAN VALUES (326, 25, NULL, NULL, 327, 328, NULL);
CREATE TABLE ORDER (
	ORDER_ID INTEGER,
	ACCOUNT_ID INTEGER,
	BANK_TO VARCHAR(20),
	ACCOUNT_TO INTEGER,
	AMOUNT INTEGER,
	K_SYMBOL VARCHAR(20)
);
INSERT INTO ORDER VALUES (13, 5, '2147483648', 0, 0, '2147483648');
INSERT INTO ORDER VALUES (14, 25, '2147483648', 0, 0, '2147483648');
INSERT INTO ORDER VALUES (15, 25, '2147483648', 0, 0, '2147483648');
CREATE TABLE TRANS (
	TRANS_ID INTEGER,
	ACCOUNT_ID INTEGER,
	DATE DATE,
	TYPE VARCHAR(20),
	OPERATION VARCHAR(20),
	AMOUNT INTEGER,
	BALANCE INTEGER,
	K_SYMBOL VARCHAR(20),
	BANK VARCHAR(20),
	ACCOUNT INTEGER
);
INSERT INTO TRANS VALUES (16, 5, '1970-01-01', '2147483648', '2147483648', 0, 0, '2147483648', '2147483648', 0);
INSERT INTO TRANS VALUES (17, 5, '1970-01-01', '2147483648', '2147483648', 0, 0, '2147483648', '2147483648', 0);
INSERT INTO TRANS VALUES (18, 5, '1970-01-01', '2147483648', '2147483648', 0, 0, '2147483648', '2147483648', 0);
-- ----------sql1------------
-- 23
SELECT CLIENT.CLIENT_ID FROM DISP INNER JOIN LOAN ON DISP.ACCOUNT_ID = LOAN.ACCOUNT_ID INNER JOIN CLIENT ON DISP.CLIENT_ID = CLIENT.CLIENT_ID WHERE DISP.TYPE = 'OWNER' ORDER BY LOAN.AMOUNT DESC LIMIT 1;
-- ----------sql2------------
-- 22
SELECT T1.CLIENT_ID FROM DISP AS T1 INNER JOIN ACCOUNT AS T3 ON T1.ACCOUNT_ID = T3.ACCOUNT_ID INNER JOIN LOAN AS T2 ON T3.ACCOUNT_ID = T2.ACCOUNT_ID WHERE T1.TYPE = 'OWNER' ORDER BY T2.AMOUNT DESC LIMIT 1;
",305.044489,SELECT CLIENT.CLIENT_ID FROM DISP INNER JOIN LOAN ON DISP.ACCOUNT_ID = LOAN.ACCOUNT_ID INNER JOIN CLIENT ON DISP.CLIENT_ID = CLIENT.CLIENT_ID WHERE DISP.TYPE = 'OWNER' ORDER BY LOAN.AMOUNT DESC LIMIT 1,SELECT T1.CLIENT_ID FROM DISP AS T1 INNER JOIN ACCOUNT AS T3 ON T1.ACCOUNT_ID = T3.ACCOUNT_ID INNER JOIN LOAN AS T2 ON T3.ACCOUNT_ID = T2.ACCOUNT_ID WHERE T1.TYPE = 'OWNER' ORDER BY T2.AMOUNT DESC LIMIT 1
1,157,True,,0.083661,SELECT DISTRICT.A15 FROM ACCOUNT INNER JOIN DISTRICT ON ACCOUNT.DISTRICT_ID = DISTRICT.DISTRICT_ID WHERE ACCOUNT.ACCOUNT_ID = 532,SELECT T1.A15 FROM DISTRICT AS T1 INNER JOIN `ACCOUNT` AS T2 ON T1.DISTRICT_ID = T2.DISTRICT_ID WHERE T2.ACCOUNT_ID = 532
2,157,True,,0.203218,SELECT DISTRICT.A15 FROM ACCOUNT INNER JOIN DISTRICT ON ACCOUNT.DISTRICT_ID = DISTRICT.DISTRICT_ID WHERE ACCOUNT.ACCOUNT_ID = 532,SELECT T1.A15 FROM DISTRICT AS T1 INNER JOIN `ACCOUNT` AS T2 ON T1.DISTRICT_ID = T2.DISTRICT_ID WHERE T2.ACCOUNT_ID = 532
3,157,True,,0.403585,SELECT DISTRICT.A15 FROM ACCOUNT INNER JOIN DISTRICT ON ACCOUNT.DISTRICT_ID = DISTRICT.DISTRICT_ID WHERE ACCOUNT.ACCOUNT_ID = 532,SELECT T1.A15 FROM DISTRICT AS T1 INNER JOIN `ACCOUNT` AS T2 ON T1.DISTRICT_ID = T2.DISTRICT_ID WHERE T2.ACCOUNT_ID = 532
1,158,ERROR,ParserSyntaxError: ParserSyntaxError: cannot parse `SELECT ACCOUNT.DISTRICT_ID FROM ACCOUNT INNER JOIN ORDER ON ACCOUNT.ACCOUNT_ID = ORDER.ACCOUNT_ID WHERE ORDER.ORDER_ID = '33333'`,,SELECT ACCOUNT.DISTRICT_ID FROM ACCOUNT INNER JOIN ORDER ON ACCOUNT.ACCOUNT_ID = ORDER.ACCOUNT_ID WHERE ORDER.ORDER_ID = '33333',SELECT T3.DISTRICT_ID FROM `ORDER` AS T1 INNER JOIN ACCOUNT AS T2 ON T1.ACCOUNT_ID = T2.ACCOUNT_ID INNER JOIN DISTRICT AS T3 ON T2.DISTRICT_ID = T3.DISTRICT_ID WHERE T1.ORDER_ID = 33333
1,159,False,"-- ----------An counterexample found by VeriEQL------------
CREATE TABLE ACCOUNT (
	ACCOUNT_ID INTEGER,
	DISTRICT_ID INTEGER,
	FREQUENCY VARCHAR(20),
	DATE DATE
);
INSERT INTO ACCOUNT VALUES (4, 2, '2147483648', '1970-01-01');
CREATE TABLE CARD (
	CARD_ID INTEGER,
	DISP_ID INTEGER,
	TYPE VARCHAR(20),
	ISSUED DATE
);
INSERT INTO CARD VALUES (0, 3, '2147483648', '1970-01-01');
CREATE TABLE CLIENT (
	CLIENT_ID INTEGER,
	GENDER VARCHAR(20),
	BIRTH_DATE DATE,
	DISTRICT_ID INTEGER
);
INSERT INTO CLIENT VALUES (3356, '2147483648', '1970-01-01', 2);
CREATE TABLE DISP (
	DISP_ID INTEGER,
	CLIENT_ID INTEGER,
	ACCOUNT_ID INTEGER,
	TYPE VARCHAR(20)
);
INSERT INTO DISP VALUES (3, 3356, 4, '2147483648');
CREATE TABLE DISTRICT (
	DISTRICT_ID INTEGER,
	A2 VARCHAR(20),
	A3 VARCHAR(20),
	A4 VARCHAR(20),
	A5 VARCHAR(20),
	A6 VARCHAR(20),
	A7 VARCHAR(20),
	A8 VARCHAR(20),
	A9 INTEGER,
	A10 INTEGER,
	A11 INTEGER,
	A12 INTEGER,
	A13 INTEGER,
	A14 INTEGER,
	A15 INTEGER,
	A16 INTEGER
);
INSERT INTO DISTRICT VALUES (2, '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', 0, 0, 0, 0, 0, 0, 0, 0);
CREATE TABLE LOAN (
	LOAN_ID INTEGER,
	ACCOUNT_ID INTEGER,
	DATE DATE,
	AMOUNT INTEGER,
	DURATION INTEGER,
	PAYMENTS INTEGER,
	STATUS VARCHAR(20)
);
INSERT INTO LOAN VALUES (0, 4, '1970-01-01', 0, 0, 0, '2147483648');
CREATE TABLE ORDER (
	ORDER_ID INTEGER,
	ACCOUNT_ID INTEGER,
	BANK_TO VARCHAR(20),
	ACCOUNT_TO INTEGER,
	AMOUNT INTEGER,
	K_SYMBOL VARCHAR(20)
);
INSERT INTO ORDER VALUES (0, 4, '2147483648', 0, 0, '2147483648');
CREATE TABLE TRANS (
	TRANS_ID INTEGER,
	ACCOUNT_ID INTEGER,
	DATE DATE,
	TYPE VARCHAR(20),
	OPERATION VARCHAR(20),
	AMOUNT INTEGER,
	BALANCE INTEGER,
	K_SYMBOL VARCHAR(20),
	BANK VARCHAR(20),
	ACCOUNT INTEGER
);
INSERT INTO TRANS VALUES (6, 4, '1970-01-01', '2147483648', 'VYBER', 8, 7, '2147483648', '2147483648', 5);
-- ----------sql1------------
-- 5
SELECT TRANS.ACCOUNT FROM TRANS INNER JOIN DISP ON TRANS.ACCOUNT_ID = DISP.ACCOUNT_ID INNER JOIN CLIENT ON DISP.CLIENT_ID = CLIENT.CLIENT_ID WHERE CLIENT.CLIENT_ID = 3356 AND TRANS.OPERATION = 'VYBER';
-- ----------sql2------------
-- 6
SELECT T4.TRANS_ID FROM CLIENT AS T1 INNER JOIN DISP AS T2 ON T1.CLIENT_ID = T2.CLIENT_ID INNER JOIN ACCOUNT AS T3 ON T2.ACCOUNT_ID = T3.ACCOUNT_ID INNER JOIN TRANS AS T4 ON T3.ACCOUNT_ID = T4.ACCOUNT_ID WHERE T1.CLIENT_ID = 3356 AND T4.OPERATION = 'VYBER';
",0.150228,SELECT TRANS.ACCOUNT FROM TRANS INNER JOIN DISP ON TRANS.ACCOUNT_ID = DISP.ACCOUNT_ID INNER JOIN CLIENT ON DISP.CLIENT_ID = CLIENT.CLIENT_ID WHERE CLIENT.CLIENT_ID = 3356 AND TRANS.OPERATION = 'VYBER',SELECT T4.TRANS_ID FROM CLIENT AS T1 INNER JOIN DISP AS T2 ON T1.CLIENT_ID = T2.CLIENT_ID INNER JOIN ACCOUNT AS T3 ON T2.ACCOUNT_ID = T3.ACCOUNT_ID INNER JOIN TRANS AS T4 ON T3.ACCOUNT_ID = T4.ACCOUNT_ID WHERE T1.CLIENT_ID = 3356 AND T4.OPERATION = 'VYBER'
2,159,False,"-- ----------An counterexample found by VeriEQL------------
CREATE TABLE ACCOUNT (
	ACCOUNT_ID INTEGER,
	DISTRICT_ID INTEGER,
	FREQUENCY VARCHAR(20),
	DATE DATE
);
INSERT INTO ACCOUNT VALUES (14, 13, NULL, '1970-01-01');
INSERT INTO ACCOUNT VALUES (15, 12, '2147483648', '1970-01-01');
CREATE TABLE CARD (
	CARD_ID INTEGER,
	DISP_ID INTEGER,
	TYPE VARCHAR(20),
	ISSUED DATE
);
INSERT INTO CARD VALUES (2, 5, '2147483648', '1970-01-01');
INSERT INTO CARD VALUES (3, 6, '2147483648', '1970-01-01');
CREATE TABLE CLIENT (
	CLIENT_ID INTEGER,
	GENDER VARCHAR(20),
	BIRTH_DATE DATE,
	DISTRICT_ID INTEGER
);
INSERT INTO CLIENT VALUES (3356, '2147483648', '1970-01-01', 13);
INSERT INTO CLIENT VALUES (4, '2147483648', '1970-01-01', 13);
CREATE TABLE DISP (
	DISP_ID INTEGER,
	CLIENT_ID INTEGER,
	ACCOUNT_ID INTEGER,
	TYPE VARCHAR(20)
);
INSERT INTO DISP VALUES (5, 3356, 14, '2147483648');
INSERT INTO DISP VALUES (6, 3356, 15, '2147483648');
CREATE TABLE DISTRICT (
	DISTRICT_ID INTEGER,
	A2 VARCHAR(20),
	A3 VARCHAR(20),
	A4 VARCHAR(20),
	A5 VARCHAR(20),
	A6 VARCHAR(20),
	A7 VARCHAR(20),
	A8 VARCHAR(20),
	A9 INTEGER,
	A10 INTEGER,
	A11 INTEGER,
	A12 INTEGER,
	A13 INTEGER,
	A14 INTEGER,
	A15 INTEGER,
	A16 INTEGER
);
INSERT INTO DISTRICT VALUES (13, '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', 0, 0, 0, 0, 0, 0, 0, 0);
INSERT INTO DISTRICT VALUES (12, '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', 0, 0, 0, 0, 0, 0, 0, 0);
CREATE TABLE LOAN (
	LOAN_ID INTEGER,
	ACCOUNT_ID INTEGER,
	DATE DATE,
	AMOUNT INTEGER,
	DURATION INTEGER,
	PAYMENTS INTEGER,
	STATUS VARCHAR(20)
);
INSERT INTO LOAN VALUES (7, 15, '1970-01-01', 0, 0, 0, '2147483648');
INSERT INTO LOAN VALUES (8, 14, '1970-01-01', 0, 0, 0, '2147483648');
CREATE TABLE ORDER (
	ORDER_ID INTEGER,
	ACCOUNT_ID INTEGER,
	BANK_TO VARCHAR(20),
	ACCOUNT_TO INTEGER,
	AMOUNT INTEGER,
	K_SYMBOL VARCHAR(20)
);
INSERT INTO ORDER VALUES (9, 15, '2147483648', 0, 0, '2147483648');
INSERT INTO ORDER VALUES (10, 15, '2147483648', 0, 0, '2147483648');
CREATE TABLE TRANS (
	TRANS_ID INTEGER,
	ACCOUNT_ID INTEGER,
	DATE DATE,
	TYPE VARCHAR(20),
	OPERATION VARCHAR(20),
	AMOUNT INTEGER,
	BALANCE INTEGER,
	K_SYMBOL VARCHAR(20),
	BANK VARCHAR(20),
	ACCOUNT INTEGER
);
INSERT INTO TRANS VALUES (11, 14, '1970-01-01', '2147483648', 'VYBER', 16, 17, '2147483648', '2147483648', 19);
INSERT INTO TRANS VALUES (19, 14, '1970-01-01', '2147483648', 'VYBER', 20, 18, '2147483648', '2147483648', 19);
-- ----------sql1------------
-- 19
-- 19
SELECT TRANS.ACCOUNT FROM TRANS INNER JOIN DISP ON TRANS.ACCOUNT_ID = DISP.ACCOUNT_ID INNER JOIN CLIENT ON DISP.CLIENT_ID = CLIENT.CLIENT_ID WHERE CLIENT.CLIENT_ID = 3356 AND TRANS.OPERATION = 'VYBER';
-- ----------sql2------------
-- 11
-- 19
SELECT T4.TRANS_ID FROM CLIENT AS T1 INNER JOIN DISP AS T2 ON T1.CLIENT_ID = T2.CLIENT_ID INNER JOIN ACCOUNT AS T3 ON T2.ACCOUNT_ID = T3.ACCOUNT_ID INNER JOIN TRANS AS T4 ON T3.ACCOUNT_ID = T4.ACCOUNT_ID WHERE T1.CLIENT_ID = 3356 AND T4.OPERATION = 'VYBER';
",1.816119,SELECT TRANS.ACCOUNT FROM TRANS INNER JOIN DISP ON TRANS.ACCOUNT_ID = DISP.ACCOUNT_ID INNER JOIN CLIENT ON DISP.CLIENT_ID = CLIENT.CLIENT_ID WHERE CLIENT.CLIENT_ID = 3356 AND TRANS.OPERATION = 'VYBER',SELECT T4.TRANS_ID FROM CLIENT AS T1 INNER JOIN DISP AS T2 ON T1.CLIENT_ID = T2.CLIENT_ID INNER JOIN ACCOUNT AS T3 ON T2.ACCOUNT_ID = T3.ACCOUNT_ID INNER JOIN TRANS AS T4 ON T3.ACCOUNT_ID = T4.ACCOUNT_ID WHERE T1.CLIENT_ID = 3356 AND T4.OPERATION = 'VYBER'
3,159,False,"-- ----------An counterexample found by VeriEQL------------
CREATE TABLE ACCOUNT (
	ACCOUNT_ID INTEGER,
	DISTRICT_ID INTEGER,
	FREQUENCY VARCHAR(20),
	DATE DATE
);
INSERT INTO ACCOUNT VALUES (2, 79, '2147483648', '1970-01-01');
INSERT INTO ACCOUNT VALUES (78, 20, '2147483648', '1970-01-01');
INSERT INTO ACCOUNT VALUES (3, 16, '2147483648', NULL);
CREATE TABLE CARD (
	CARD_ID INTEGER,
	DISP_ID INTEGER,
	TYPE VARCHAR(20),
	ISSUED DATE
);
INSERT INTO CARD VALUES (4, 69, '2147483648', '1970-01-01');
INSERT INTO CARD VALUES (5, 77, '2147483648', '1970-01-01');
INSERT INTO CARD VALUES (6, 77, '2147483648', '1970-01-01');
CREATE TABLE CLIENT (
	CLIENT_ID INTEGER,
	GENDER VARCHAR(20),
	BIRTH_DATE DATE,
	DISTRICT_ID INTEGER
);
INSERT INTO CLIENT VALUES (70, '2147483648', '1970-01-01', 16);
INSERT INTO CLIENT VALUES (7, '2147483648', NULL, 16);
INSERT INTO CLIENT VALUES (3356, '2147483648', '1970-01-01', 79);
CREATE TABLE DISP (
	DISP_ID INTEGER,
	CLIENT_ID INTEGER,
	ACCOUNT_ID INTEGER,
	TYPE VARCHAR(20)
);
INSERT INTO DISP VALUES (69, 70, 78, '2147483648');
INSERT INTO DISP VALUES (77, 3356, 78, '2147483648');
INSERT INTO DISP VALUES (8, 70, 78, '2147483648');
CREATE TABLE DISTRICT (
	DISTRICT_ID INTEGER,
	A2 VARCHAR(20),
	A3 VARCHAR(20),
	A4 VARCHAR(20),
	A5 VARCHAR(20),
	A6 VARCHAR(20),
	A7 VARCHAR(20),
	A8 VARCHAR(20),
	A9 INTEGER,
	A10 INTEGER,
	A11 INTEGER,
	A12 INTEGER,
	A13 INTEGER,
	A14 INTEGER,
	A15 INTEGER,
	A16 INTEGER
);
INSERT INTO DISTRICT VALUES (20, '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', 0, 0, 0, 0, 0, 0, 0, 0);
INSERT INTO DISTRICT VALUES (16, '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', 0, 0, 0, 0, 0, 0, 0, 0);
INSERT INTO DISTRICT VALUES (79, '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', '2147483648', 0, 0, 0, 0, 0, 0, 0, 0);
CREATE TABLE LOAN (
	LOAN_ID INTEGER,
	ACCOUNT_ID INTEGER,
	DATE DATE,
	AMOUNT INTEGER,
	DURATION INTEGER,
	PAYMENTS INTEGER,
	STATUS VARCHAR(20)
);
INSERT INTO LOAN VALUES (9, 78, '1970-01-01', 0, 0, 0, '2147483648');
INSERT INTO LOAN VALUES (10, 2, '1970-01-01', 0, 0, 0, '2147483648');
INSERT INTO LOAN VALUES (11, 2, '1970-01-01', 0, 0, 0, '2147483648');
CREATE TABLE ORDER (
	ORDER_ID INTEGER,
	ACCOUNT_ID INTEGER,
	BANK_TO VARCHAR(20),
	ACCOUNT_TO INTEGER,
	AMOUNT INTEGER,
	K_SYMBOL VARCHAR(20)
);
INSERT INTO ORDER VALUES (12, 2, '2147483648', 0, 0, '2147483648');
INSERT INTO ORDER VALUES (13, 3, '2147483648', 0, 0, '2147483648');
INSERT INTO ORDER VALUES (14, 2, '2147483648', 0, 0, '2147483648');
CREATE TABLE TRANS (
	TRANS_ID INTEGER,
	ACCOUNT_ID INTEGER,
	DATE DATE,
	TYPE VARCHAR(20),
	OPERATION VARCHAR(20),
	AMOUNT INTEGER,
	BALANCE INTEGER,
	K_SYMBOL VARCHAR(20),
	BANK VARCHAR(20),
	ACCOUNT INTEGER
);
INSERT INTO TRANS VALUES (15, 78, NULL, '2147483648', 'VYBER', 19, 18, '2147483648', '2147483648', 17);
INSERT INTO TRANS VALUES (71, 78, '1970-01-01', '2147483648', 'VYBER', 72, 73, '2147483648', '2147483648', 17);
INSERT INTO TRANS VALUES (74, 78, '1970-01-01', '2147483648', 'VYBER', 75, 76, '2147483648', '2147483648', 17);
-- ----------sql1------------
-- 17
-- 17
-- 17
SELECT TRANS.ACCOUNT FROM TRANS INNER JOIN DISP ON TRANS.ACCOUNT_ID = DISP.ACCOUNT_ID INNER JOIN CLIENT ON DISP.CLIENT_ID = CLIENT.CLIENT_ID WHERE CLIENT.CLIENT_ID = 3356 AND TRANS.OPERATION = 'VYBER';
-- ----------sql2------------
-- 15
-- 71
-- 74
SELECT T4.TRANS_ID FROM CLIENT AS T1 INNER JOIN DISP AS T2 ON T1.CLIENT_ID = T2.CLIENT_ID INNER JOIN ACCOUNT AS T3 ON T2.ACCOUNT_ID = T3.ACCOUNT_ID INNER JOIN TRANS AS T4 ON T3.ACCOUNT_ID = T4.ACCOUNT_ID WHERE T1.CLIENT_ID = 3356 AND T4.OPERATION = 'VYBER';
",8.322523,SELECT TRANS.ACCOUNT FROM TRANS INNER JOIN DISP ON TRANS.ACCOUNT_ID = DISP.ACCOUNT_ID INNER JOIN CLIENT ON DISP.CLIENT_ID = CLIENT.CLIENT_ID WHERE CLIENT.CLIENT_ID = 3356 AND TRANS.OPERATION = 'VYBER',SELECT T4.TRANS_ID FROM CLIENT AS T1 INNER JOIN DISP AS T2 ON T1.CLIENT_ID = T2.CLIENT_ID INNER JOIN ACCOUNT AS T3 ON T2.ACCOUNT_ID = T3.ACCOUNT_ID INNER JOIN TRANS AS T4 ON T3.ACCOUNT_ID = T4.ACCOUNT_ID WHERE T1.CLIENT_ID = 3356 AND T4.OPERATION = 'VYBER'
1,160,True,,0.096464,SELECT COUNT(*) FROM ACCOUNT INNER JOIN LOAN ON ACCOUNT.ACCOUNT_ID = LOAN.ACCOUNT_ID WHERE ACCOUNT.FREQUENCY = 'POPLATEK TYDNE' AND LOAN.AMOUNT < 200000,SELECT COUNT(T1.ACCOUNT_ID) FROM LOAN AS T1 INNER JOIN ACCOUNT AS T2 ON T1.ACCOUNT_ID = T2.ACCOUNT_ID WHERE T2.FREQUENCY = 'POPLATEK TYDNE' AND T1.AMOUNT < 200000
